"コード","会社名","旧会社名","市場","選択","取引市場","業種","資本金","単位株数","備考"
1942,"関電工","","東証PRM","○","東証PRM","建設業",10264000000,100,"",""
1943,"大明（上場廃止）","","東証1部","○","東証1部","建設業","",1000,"",""
1944,"きんでん","","東証PRM","○","東証PRM","建設業",26411000000,100,"",""
1945,"東京エネシス","","東証PRM","○","東証PRM","建設業",2881000000,100,"",""
1946,"トーエネック","","東証PRM","○","東証PRM","建設業",7680000000,100,"",""
1947,"日本コムシス（上場廃止）","","東証1部","○","東証1部,大証1部","建設業","",1000,"",""
1948,"弘電社","","東証STD","○","東証STD","建設業",1520000000,100,"",""
1949,"住友電設（上場廃止）","","東証PRM","○","東証PRM","建設業",6440000000,100,"",""
1950,"日本電設工業","","東証PRM","○","東証PRM","建設業",8494000000,100,"",""
1951,"エクシオグループ","","東証PRM","○","東証PRM","建設業",6888000000,100,"",""
1952,"新日本空調","","東証PRM","○","東証PRM","建設業",5158000000,100,"",""
1953,"國際電設（上場廃止）","","JASDAQ","○","店頭","建設業","",1000,"",""
1954,"日本工営（上場廃止）","","東証1部","○","東証1部","サービス業","",1000,"",""
1955,"東電通（上場廃止）","","東証1部","○","東証1部","建設業","",1000,"",""
1956,"日本電話施設（上場廃止）","","東証1部","○","東証1部,名証1部","建設業","",1000,"",""
1957,"保安工業（上場廃止）","","東証2部","○","東証2部","建設業","",1000,"",""
1958,"三和エレック（上場廃止）","","東証1部","○","東証1部","建設業","",1000,"",""
1959,"クラフティア","九電工","東証PRM","○","東証PRM","建設業",12561000000,100,"",""
1960,"サンテック","","東証STD","○","東証STD","建設業",1190250000,100,"",""
1961,"三機工業","","東証PRM","○","東証PRM","建設業",8105000000,100,"",""
1963,"日揮ホールディングス","","東証PRM","○","東証PRM","建設業",23733000000,100,"",""
1964,"中外炉工業","","東証PRM","○","東証PRM","建設業",6176000000,100,"",""
1965,"テクノ菱和","","東証STD","○","東証STD","建設業",2746000000,100,"",""
1966,"高田工業所","","東証STD","○","東証STD","建設業",3642350000,100,"",""
1967,"ヤマト","","東証STD","○","東証STD","建設業",5000000000,100,"",""
1968,"太平電業","","東証PRM","○","東証PRM","建設業",4000000000,100,"",""
1969,"高砂熱学工業","","東証PRM","○","東証PRM","建設業",13134000000,100,"",""
1970,"日立プラント（上場廃止）","","東証1部","○","東証1部,大証1部","建設業","",1000,"",""
1971,"中央ビルト工業（上場廃止）","","東証STD","○","東証STD","金属製品",508000000,100,"",""
1972,"三晃金属工業","","東証STD","○","東証STD","建設業",1980000000,100,"",""
1973,"ＮＥＣネッツエスアイ（上場廃止）","","東証PRM","○","東証PRM","情報・通信業",13122000000,100,"",""
1974,"宮地建設工業（上場廃止）","","東証2部","○","東証2部","建設業","",1000,"",""
1975,"朝日工業社","","東証PRM","○","東証PRM","建設業",3857000000,100,"",""
1976,"明星工業","","東証PRM","○","東証PRM","建設業",6889000000,100,"",""
1978,"アタカ工業（上場廃止）","","東証1部","○","東証1部,大証1部","建設業","",1000,"",""
1979,"大氣社","大気社","東証PRM","○","東証PRM","建設業",6455000000,100,"",""
1980,"ダイダン","","東証PRM","○","東証PRM","建設業",4479000000,100,"",""
1981,"協和日成","","東証STD","○","東証STD","建設業",590000000,100,"",""
1982,"日比谷総合設備","","東証PRM","○","東証PRM","建設業",5753000000,100,"",""
1983,"東芝プラント建設（上場廃止）","","東証1部","○","東証1部","建設業","",1000,"",""
1984,"三信建設工業（上場廃止）","","JASDAQ","○","店頭","建設業","",1000,"",""
1985,"大和電設工業（上場廃止）","","JASDAQ","○","店頭","建設業","",1000,"",""
1986,"日商インターライフ（上場廃止）","","JASDAQ","○","店頭","建設業","",100,"",""
1987,"ソルコム（上場廃止）","","東証2部","○","東証2部","建設業","",1000,"",""
1988,"ショーボンド建設（上場廃止）","","東証1部","○","東証1部","建設業","",100,"",""
1989,"北陸電話工事（上場廃止）","","大証2部","○","大証2部","建設業","",1000,"",""
1990,"東邦建（上場廃止）","","JASDAQ","○","店頭","建設業","",1000,"",""
1991,"都築通信技術（上場廃止）","","JASDAQ","○","店頭","建設業","",100,"",""
1992,"神田通信機","","東証STD","○","東証STD","建設業",1310825000,100,"",""
1993,"ニッタン（上場廃止）","","東証2部","○","東証2部","建設業","",1000,"",""
1994,"高橋カーテンウォール工業","","東証STD","○","東証STD","建設業",100000000,100,"",""
1995,"鈴木工務店（上場廃止）","","JASDAQ","○","店頭","建設業","",1000,"",""
1996,"三菱建設（上場廃止）","","東証2部","○","東証2部","建設業","",1000,"",""
1997,"暁飯島工業","","東証STD","○","東証STD","建設業",1408600000,100,"",""
1998,"日本土建（上場廃止）","","JASDAQ","○","店頭","建設業","",100,"",""
1999,"サイタHD（上場廃止）","","福証","○","福証","建設業",942950000,100,"",""
2001,"ニップン","","東証PRM","○","東証PRM","食料品",12240000000,100,"",""
2002,"日清製粉グループ本社","","東証PRM","○","東証PRM","食料品",17117000000,100,"",""
2003,"日東富士製粉","","東証STD","○","東証STD","食料品",2500000000,100,"",""
2004,"昭和産業","","東証PRM","○","東証PRM","食料品",14293000000,100,"",""
2006,"東福製粉（上場廃止）","","東証2部","○","東証2部,福岡","食料品","",1000,"",""
2007,"富士製粉（上場廃止）","","名証2部","○","名証2部","食料品","",1000,"",""
2008,"増田製粉所（上場廃止）","","大証2部","○","大証2部","食料品","",1000,"",""
2009,"鳥越製粉","","東証STD","○","東証STD","食料品",2805266000,100,"",""
2051,"日本農産工業（上場廃止）","","東証1部","○","東証1部,大証1部,名証1部","食料品","",1000,"",""
2052,"協同飼料（上場廃止）","","東証1部","○","東証1部","食料品","",1000,"",""
2053,"中部飼料","","東証PRM","○","東証PRM","食料品",4736000000,100,"",""
2055,"日和産業","","東証STD","○","東証STD","食料品",2011000000,100,"",""
2056,"日本配合飼料（上場廃止）","","東証1部","○","東証1部","食料品","",1000,"",""
2057,"雪印種苗（上場廃止）","","東証2部","○","東証2部,札幌","食料品","",1000,"",""
2058,"ヒガシマル（上場廃止）","","福証","○","福証","食料品",603000000,100,"",""
2060,"フィード・ワン","","東証PRM","○","東証PRM","食料品",10000000000,100,"",""
2102,"台糖（上場廃止）","","東証1部","○","東証1部,大証1部,名証1部,福岡","食料品","",1000,"",""
2107,"東洋精糖（上場廃止）","","東証STD","○","東証STD","食料品",2904000000,100,"",""
2108,"日本甜菜製糖","","東証PRM","○","東証PRM","食料品",8279000000,100,"",""
2109,"ＤＭ三井製糖","ＤＭ三井製糖HD","東証PRM","○","東証PRM","食料品",7083000000,100,"",""
2112,"塩水港精糖","","東証STD","○","東証STD","食料品",1750000000,100,"",""
2113,"新光製糖（上場廃止）","","JASDAQ","○","店頭","食料品","",1000,"",""
2114,"フジ日本","フジ日本精糖","東証STD","○","東証STD","食料品",1524460000,100,"",""
2116,"日新製糖（上場廃止）","","東証2部","○","東証2部","食料品","",1000,"",""
2117,"ウェルネオシュガー","","東証PRM","○","東証PRM","食料品",7000000000,100,"",""
2120,"ＬＩＦＵＬＬ","","東証PRM","○","東証PRM","サービス業",9716000000,100,"",""
2121,"ＭＩＸＩ","","東証PRM","○","東証PRM","サービス業",9698000000,100,"",""
2122,"インタースペース","","東証STD","○","東証STD","サービス業",984653000,100,"",""
2124,"ジェイエイシーリクルートメント","","東証PRM","○","東証PRM","サービス業",672000000,100,"",""
2127,"日本Ｍ＆Ａセンターホールディングス","","東証PRM","○","東証PRM","サービス業",4045552000,100,"",""
2130,"メンバーズ","","東証PRM","○","東証PRM","サービス業",1025293000,100,"",""
2134,"北浜キャピタルパートナーズ","燦キャピタルマネージメント","東証STD","○","東証STD","サービス業",4379318000,100,"",""
2136,"ヒップ","","東証STD","○","東証STD","サービス業",377525000,100,"",""
2137,"光ハイツヴェラス（上場廃止）","","札証Ａ","○","札証Ａ","サービス業",686296000,100,"",""
2138,"クルーズ","","東証STD","○","東証STD","情報・通信業",460163000,100,"",""
2139,"中広","","東証STD","○","東証STD","サービス業",404300000,100,"",""
2146,"ＵＴグループ","","東証PRM","○","東証PRM","サービス業",686000000,100,"",""
2148,"アイティメディア","","東証PRM","○","東証PRM","サービス業",1834061000,100,"",""
2150,"ケアネット（上場廃止）","","東証PRM","○","東証PRM","サービス業",2405636000,100,"",""
2152,"幼児活動研究会","","東証STD","○","東証STD","サービス業",513360000,100,"",""
2153,"Ｅ・Ｊホールディングス","","東証PRM","○","東証PRM","サービス業",2803000000,100,"",""
2154,"オープンアップグループ","","東証PRM","○","東証PRM","サービス業",4695000000,100,"",""
2156,"セーラー広告","","東証STD","○","東証STD","サービス業",294868000,100,"",""
2157,"コシダカホールディングス","","東証PRM","○","東証PRM","サービス業",2070257000,100,"",""
2158,"ＦＲＯＮＴＥＯ","","東証GRT","○","東証GRT","サービス業",3042317000,100,"",""
2160,"ジーエヌアイグループ","","東証GRT","○","東証GRT","医薬品",10899260000,100,"",""
2162,"ｎｍｓ　ホールディングス","","東証STD","○","東証STD","サービス業",500690000,100,"",""
2163,"アルトナー","","東証PRM","○","東証PRM","サービス業",238284000,100,"",""
2164,"地域新聞社","","東証GRT","○","東証GRT","サービス業",287703000,100,"",""
2168,"パソナグループ","","東証PRM","○","東証PRM","サービス業",5000000000,100,"",""
2169,"ＣＤＳ","","東証STD","○","東証STD","サービス業",940327000,100,"",""
2170,"リンクアンドモチベーション","","東証PRM","○","東証PRM","サービス業",1380000000,100,"",""
2172,"インサイト（上場廃止）","","札証Ａ","○","札証Ａ","サービス業",139255000,100,"",""
2173,"博展","","東証GRT","○","東証GRT","サービス業",205484000,100,"",""
2175,"エス・エム・エス","","東証PRM","○","東証PRM","サービス業",2315000000,100,"",""
2179,"成学社","","東証STD","○","東証STD","サービス業",235108000,100,"",""
2180,"サニーサイドアップグループ","","東証STD","○","東証STD","サービス業",547764000,100,"",""
2181,"パーソルホールディングス","","東証PRM","○","東証PRM","サービス業",17479000000,100,"",""
2183,"リニカル","","東証STD","○","東証STD","サービス業",214043000,100,"",""
2185,"シイエム・シイ","","東証STD","○","東証STD","サービス業",657610000,100,"",""
2186,"ソーバル","","東証STD","○","東証STD","サービス業",214265000,100,"",""
2193,"クックパッド","","東証STD","○","東証STD","サービス業",5286015000,100,"",""
2195,"アミタホールディングス","","東証GRT","○","東証GRT","サービス業",480680000,100,"",""
2196,"エスクリ（上場廃止）","","東証STD","○","東証STD","サービス業",50000000,100,"",""
2198,"アイ・ケイ・ケイホールディングス","","東証PRM","○","東証PRM","サービス業",351655000,100,"",""
2201,"森永製菓","","東証PRM","○","東証PRM","食料品",18612000000,100,"",""
2202,"明治製菓（上場廃止）","","東証1部","○","東証1部,大証1部,名証1部,札幌,福岡","食料品","",1000,"",""
2204,"中村屋","","東証STD","○","東証STD","食料品",7469402000,100,"",""
2205,"駿河屋（上場廃止）","","東証2部","○","東証2部,大証2部","食料品","",1000,"",""
2206,"江崎グリコ","","東証PRM","○","東証PRM","食料品",7773000000,100,"",""
2207,"ｍｅｉｔｏ","名糖産業","東証PRM","○","東証PRM","食料品",1313000000,100,"",""
2208,"ブルボン","","東証STD","○","東証STD","食料品",1036000000,100,"",""
2209,"井村屋グループ","","東証PRM","○","東証PRM","食料品",2576539000,100,"",""
2211,"不二家","","東証PRM","○","東証PRM","食料品",18280000000,100,"",""
2212,"山崎製パン","","東証PRM","○","東証PRM","食料品",11014000000,100,"",""
2213,"(株)ナガサキヤ（上場廃止）","","大証2部","","廃止","食料品",1066000000,1000,"",""
